ad_id,suburb,title,address,price_raw,price_lkr,bedrooms,floor_sqft,url,land_perches,bathrooms
5834418,Navatkuli,House for sale in Navatkuli,"School lane, Navatkuli",Rs. 30M,30000000.0,4.0,2500.0,https://www.lankapropertyweb.com/sale/property_details-5834418.html,73.0,2.0
5858773,Thalawathugoda,Spacious 4-Bedroom House for Sale – Thalawathugoda...,"Hokandara road, Thalawathugoda",Rs. 55MNegotiable,55000000.0,4.0,2800.0,https://www.lankapropertyweb.com/sale/property_details-5858773.html,12.41,3.0
5868586,Udahamulla,"2 Story House in Udahamulla, Nugegoda for Sale",Old Kottawa Road (Off Udeniwat..,Rs. 140MNegotiable,140000000.0,4.0,2500.0,https://www.lankapropertyweb.com/sale/property_details-5868586.html,23.6,3.0
5829870,Wattala,5 Bedroom House for Sale,"Balagala Road, Wattala",Rs. 50MNegotiable,50000000.0,5.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5829870.html,20.0,4.0
5690030,Bandarawatta,"🏡 House for Sale in Gampaha (Bandarawatta,...","ihalagama, Bandarawatta",Rs. 28MNegotiable,28000000.0,3.0,1500.0,https://www.lankapropertyweb.com/sale/property_details-5690030.html,40.0,
5825030,Colombo 7,House for sale in Colombo 7,"Alexandra Place, Colombo 7",Rs. 750MONO,750000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5825030.html,18.0,5.0
5821590,Dehiwala,"Dehiwela, Lake Road, Off Attidiya Road, a Luxurious...","Attidiya, Lake Road, Dehiwala",Rs. 225M,225000000.0,4.0,,https://www.lankapropertyweb.com/sale/property_details-5821590.html,26.2,4.0
5838873,Ethul Kotte,Luxury Spacious House in an Excellent residential area...,"Colombathanthri Mawatha, Ethul..",Rs. 170MNegotiable,170000000.0,6.0,,https://www.lankapropertyweb.com/sale/property_details-5838873.html,21.5,5.0
5852975,Kottawa,"Kottawa, Siddamulla Spacious Two-Storied 06 Bed Rooms...","Siddamulla, Kottawa",Rs. 65MNegotiable,65000000.0,6.0,4000.0,https://www.lankapropertyweb.com/sale/property_details-5852975.html,20.0,5.0
5861722,Rajagiriya,Four Bed House for Sale in Rajagiriya [HS 14],"Nidahas Mawatha, Kalapaluwawa ..",Rs. 85M,85000000.0,4.0,4280.0,https://www.lankapropertyweb.com/sale/property_details-5861722.html,10.0,4.0
5773390,Beruwala,"3 Bedroom bungalow for sale, with swimming pool, staff...","285/A, Halawagoda Road, Godall..",Rs. 92.5MNegotiable,92500000.0,3.0,1763.0,https://www.lankapropertyweb.com/sale/property_details-5773390.html,73.23,2.0
5871515,Battaramulla,A Four Bed Roomed Luxury And Spacious House In Wickramsinghe...,"Wickremasinghe Pura Road , Bat..",Rs. 58M,58000000.0,4.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5871515.html,13.0,3.0
5855139,Colombo 6,Two-Storey House for sale in Colombo 6,"Anula road , Pamankade , Colom..",Rs. 295MNegotiable,295000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5855139.html,18.0,4.0
5871264,Thalawathugoda,Luxury Fully Furnished Residence for Sale – Thalawathugoda...,,Rs. 142MNegotiable,142000000.0,4.0,3650.0,https://www.lankapropertyweb.com/sale/property_details-5871264.html,15.8,4.0
5756311,Colombo 5,BEST OFFER!! 5 Room 6100 sqft Large House for SALE...,"Siripa Lane, Colombo 5",Rs. 600MONO,600000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5756311.html,32.0,4.0
5870604,Wattala,🏡 House for Sale in Wattala – Prime Residential...,"Station Road, Wattala",Rs. 105MNegotiable,105000000.0,6.0,3800.0,https://www.lankapropertyweb.com/sale/property_details-5870604.html,19.2,3.0
5842236,Dehiwala,BEST VALUE IN DEHIWALA: 14.19P Colonial Property |...,"Melford Crescent, Dehiwala",Rs. 115M,115000000.0,3.0,,https://www.lankapropertyweb.com/sale/property_details-5842236.html,14.19,3.0
5870552,Nugegoda,Exclusive Luxurious House for Sale @ Nugegoda,"Delkanda, Nugegoda",Rs. 146MNegotiable,146000000.0,6.0,,https://www.lankapropertyweb.com/sale/property_details-5870552.html,14.8,6.0
5870198,Kahathuduwa,Luxury Two storey house for sale in 88 Residence in...,,Rs. 29.5M,29500000.0,3.0,1365.0,https://www.lankapropertyweb.com/sale/property_details-5870198.html,7.35,3.0
5775872,Homagama,7 Bedroom house for sales in Homagama for Rs. 45 million...,,Rs. 45MNegotiable,45000000.0,7.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5775872.html,15.0,5.0
5791002,Maharagama,5 Bedroom house for sale in Maharagama for Rs...,,Rs. 40M,40000000.0,5.0,3283.56,https://www.lankapropertyweb.com/sale/property_details-5791002.html,1.0,4.0
5806819,Kadawatha,House for sale in Kadawatha - 41.5 Million,,Rs. 41.5M,41500000.0,8.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5806819.html,20.0,
5807783,Kesbewa,House for sale in Kesbewa - 21 Million,,Rs. 21M,21000000.0,3.0,1800.0,https://www.lankapropertyweb.com/sale/property_details-5807783.html,11.5,
5807789,Kahathuduwa,House for sale in Kahathuduwa - 35 Million,,Rs. 35M,35000000.0,3.0,1572.0,https://www.lankapropertyweb.com/sale/property_details-5807789.html,6.62,3.0
5833125,Piliyandala,House for sale in Piliyandala - 34 Million,,Rs. 34M,34000000.0,4.0,2700.0,https://www.lankapropertyweb.com/sale/property_details-5833125.html,7.0,3.0
5839833,Panadura,House for sale in Panadura - 43 Million,,Rs. 43M,43000000.0,4.0,,https://www.lankapropertyweb.com/sale/property_details-5839833.html,23.4,3.0
5861454,Nawala,Luxury House for sale in Nawala - Rs. 350 Million,"Swarna Place , Nawala",Rs. 350M,350000000.0,2.0,,https://www.lankapropertyweb.com/sale/property_details-5861454.html,35.5,5.0
5857072,Nugegoda,House for sale in Nugegoda - 72 Million,,Rs. 72M,72000000.0,5.0,3550.0,https://www.lankapropertyweb.com/sale/property_details-5857072.html,9.0,3.0
5869743,Boralesgamuwa,Stunning 3-Story Modern Home near KDU Hospital –...,"12h Asiri Uyana Road, Boralesg..",Rs. 46.5MNegotiable,46500000.0,4.0,2580.0,https://www.lankapropertyweb.com/sale/property_details-5869743.html,10.0,2.0
5840319,Colombo 6,Two Storey House 4 Rooms Indoor Garden Sale in Havelock...,"Havelock Drive, Colombo 6",Rs. 135MNegotiable,135000000.0,4.0,3750.0,https://www.lankapropertyweb.com/sale/property_details-5840319.html,12.27,3.0
5868780,Mount Lavinia,"Elegant Multi-Storey Residence for Sale – Large,...","mount lavinia, Mount Lavinia",Rs. 108M,108000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5868780.html,11.0,6.0
5457702,Colombo 6,"4 Bedroom up stair House for sale in Swarna Road, Wellawatta,...","Swarna Road, Colombo 6",Rs. 69.5M,69500000.0,4.0,1850.0,https://www.lankapropertyweb.com/sale/property_details-5457702.html,8.7,4.0
5840925,Kelaniya,3 Bedroom house for sales in Kelaniya for Rs. 15.20...,,Rs. 15.2MNegotiable,15200000.0,3.0,1036.0,https://www.lankapropertyweb.com/sale/property_details-5840925.html,13.33,2.0
5863386,Pannipitiya,Two Unit House for Sale in Pannipitiya [HS 19],"Off Kottawa Malabe Road, Panni..",Rs. 33M,33000000.0,5.0,2300.0,https://www.lankapropertyweb.com/sale/property_details-5863386.html,12.08,3.0
5863372,Battaramulla,"House for Sale in Kumaragewatte, Battaramulla [HS 16]","Wickramasingha Mawatha, Kumara..",Rs. 49.5M,49500000.0,4.0,2700.0,https://www.lankapropertyweb.com/sale/property_details-5863372.html,7.0,4.0
5865999,Hokandara,Contemporary Tropical Architecture Designed Three Bedroom...,"off Samagi mawatha, Hokandara",Rs. 140M,140000000.0,3.0,4500.0,https://www.lankapropertyweb.com/sale/property_details-5865999.html,40.0,3.0
5864496,Colombo 15,Ref(P-SAM-779)Semi-Furnished House for 38 million Sale...,,Rs. 38M,38000000.0,5.0,2361.0,https://www.lankapropertyweb.com/sale/property_details-5864496.html,12.0,2.0
5857441,Matara,Luxury 3 storied house in a calm and pictures environment...,"Uda Peekwella Road, Matara",Rs. 28MNegotiable,28000000.0,8.0,4000.0,https://www.lankapropertyweb.com/sale/property_details-5857441.html,18.0,5.0
5866319,Ragama,NEW 2-STORY LUXURY HOUSE FOR SALE - RAGAMA - Overseas...,"Jayasrigama Road, Ragama",Rs. 48.5M,48500000.0,4.0,2200.0,https://www.lankapropertyweb.com/sale/property_details-5866319.html,9.7,3.0
5864864,Athurugiriya,5 Bedroom house for sale in Athurugiriya for Rs. 30...,"3/12 Galwarusawa Road, Athurug..",Rs. 30MNegotiable,30000000.0,5.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5864864.html,10.25,2.0
5863343,Pepiliyana,"Architect-Designed Eco-Luxury Home for Sale – Rattanapitiya,...",,Rs. 57M,57000000.0,5.0,2765.0,https://www.lankapropertyweb.com/sale/property_details-5863343.html,1.0,4.0
5863094,Colombo 7,Colombo 07 Higly Residential Location Super Luxury...,,Rs. 260M,260000000.0,3.0,4500.0,https://www.lankapropertyweb.com/sale/property_details-5863094.html,7.4,4.0
5862708,Ahangama,"House for sale in Ahangama – Kodagoda, Imaduwa","Kodagoda, Imaduwa, Ahangama",Rs. 44M,44000000.0,4.0,2600.0,https://www.lankapropertyweb.com/sale/property_details-5862708.html,148.0,2.0
5862477,Pepiliyana,House for sale in Pepiliyana,,Rs. 49MNegotiable,49000000.0,3.0,,https://www.lankapropertyweb.com/sale/property_details-5862477.html,7.0,3.0
5831590,Weliweriya,3 Bedroom house for sales in Weliweriya for Rs. 22...,Central city Etikehelgalla ..,Rs. 22MNegotiable,22000000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5831590.html,20.0,2.0
5857357,Kalubowila,"Ananda Herath Signature House: 5,000 Sq. Ft. with Luxury...","Anderson Road, Kalubowila",Rs. 180M,180000000.0,6.0,,https://www.lankapropertyweb.com/sale/property_details-5857357.html,16.27,5.0
5784899,Kesbewa,4 Bedroom house for sale in Kesbewa for Rs. 55 million...,,Rs. 55MNegotiable,55000000.0,4.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5784899.html,10.0,4.0
5811006,Maharagama,Lakefront Luxury Villa for Sale Maharagama,"Asiri Place, Maharagama",Rs. 160M,160000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5811006.html,22.0,4.0
5784330,Aniwatte,Bungalow Architecture family home for sale,Pitakanda Road (near Kaluthara..,Rs. 70MNegotiable,70000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5784330.html,35.6,4.0
5871522,Kandy,House for sale in Kandy - Gurudeniya,"Gurudeniya , Kandy",Rs. 48.5MNegotiable,48500000.0,7.0,4000.0,https://www.lankapropertyweb.com/sale/property_details-5871522.html,52.0,1.0
5871670,Ethul Kotte,(SE1575)🏡✨ Elegant Architect-Designed Family Home...,,Rs. 59M,59000000.0,4.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5871670.html,10.0,3.0
5860550,Thalawathugoda,Luxury Multi-Apartment Residence for Sale –...,"Uthuwankanda Road , Saraswathi..",Rs. 200M,200000000.0,,,https://www.lankapropertyweb.com/sale/property_details-5860550.html,20.0,7.0
5871667,Ethul Kotte,(SE1681)🏡✨ Luxury 3-Storey House with Basement...,,Rs. 126M,126000000.0,4.0,3600.0,https://www.lankapropertyweb.com/sale/property_details-5871667.html,10.0,4.0
5871659,Kandy,"Spacious Multi-Unit Luxury Residence in Paradeka, Kandy...",,Rs. 32M,32000000.0,8.0,3650.0,https://www.lankapropertyweb.com/sale/property_details-5871659.html,10.0,6.0
5726513,Kandy,Ultra Modern 5 Bedroom House Construction in Kandy...,"With or Without Land, Kandy",Rs. 31.19M[Build Cost Only],31190000.0,5.0,3150.0,https://www.lankapropertyweb.com/sale/property_details-5726513.html,9.0,5.0
5722071,Thalawathugoda,Ultra Modern 4 Bedroom House Construction in Thalawathugoda...,"With or Without Land, Thalawat..",Rs. 31.19M[Build Cost Only],31190000.0,4.0,3150.0,https://www.lankapropertyweb.com/sale/property_details-5722071.html,7.0,4.0
5759577,Pita Kotte,"House for Sale - Pita Kotte | LKR 275,000,000",,Rs. 275M,275000000.0,5.0,,https://www.lankapropertyweb.com/sale/property_details-5759577.html,58.3,3.0
5805402,Malabe,4 Bedroom house for sales in Malabe for Rs. 42.50 million...,"Kothalawala, Malabe",Rs. 42.5MNegotiable,42500000.0,4.0,2335.0,https://www.lankapropertyweb.com/sale/property_details-5805402.html,8.58,3.0
5724199,Miriswatta,3 Bedroom house Construction in Gampaha for Rs. 23.6...,"With or Without Land, Miriswat..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5724199.html,7.0,2.0
5727153,Piliyandala,Ultra Modern 5 Bedroom House Construction in Piliyandala...,"With or Without Land, Piliyand..",Rs. 31.19M[Build Cost Only],31190000.0,5.0,3150.0,https://www.lankapropertyweb.com/sale/property_details-5727153.html,7.0,5.0
5725014,Kiribathgoda,Super Luxury 3 Bedroom Modern House Construction in...,"With or Without Land, Kiribath..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5725014.html,7.0,2.0
5724998,Wattala,3 Bedroom House Construction in Wattala for Rs. 23.6...,"With or Without Land, Wattala",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5724998.html,7.0,2.0
5724994,Kandy,2 Bedroom house construction in Kandy for Rs. 14.6...,"With or Without Land, Kandy",Rs. 14.63M[Build Cost Only],14630000.0,2.0,1000.0,https://www.lankapropertyweb.com/sale/property_details-5724994.html,7.0,2.0
5724459,Nuwara Eliya,Super Luxury 3 Bedroom House Construction in Nuwara...,"With or Without Land, Nuwara E..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5724459.html,7.0,2.0
5724709,Kiribathgoda,Luxury 4 Bedroom house construction in Kiribathgoda...,"With or Without Land, Kiribath..",Rs. 24.76M[Build Cost Only],24760000.0,4.0,2400.0,https://www.lankapropertyweb.com/sale/property_details-5724709.html,7.0,4.0
5724621,Thalawathugoda,4 Bedroom house in Thalawathugoda for Rs. 19.8 million...,"With or Without Land, Thalawat..",Rs. 19.8M[Build Cost Only],19800000.0,4.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5724621.html,7.0,2.0
5724569,Galle,2 Bedroom house construction in Galle for Rs. 14.6...,"With or Without Land, Galle",Rs. 14.63M[Build Cost Only],14630000.0,2.0,1000.0,https://www.lankapropertyweb.com/sale/property_details-5724569.html,7.0,2.0
5723622,Negombo,4 Bedroom house Construction in Negombo for Rs. 19.8...,"With or Without Land, Negombo",Rs. 19.8M[Build Cost Only],19800000.0,4.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5723622.html,7.0,2.0
5723617,Pepiliyana,5 Bedroom house in Pepiliyana for Rs. 34.6 million...,"With or Without Land, Pepiliya..",Rs. 34.65M[Build Cost Only],34650000.0,5.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5723617.html,10.0,5.0
5722201,Rajagiriya,Super Luxury 3 Bedroom House Construction in Rajagiriya...,"With or Without Land, Rajagiri..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5722201.html,7.0,2.0
5718510,Ratnapura,4 Bedroom house in Ratnapura / Rs. 31.1 million / Rs....,"With or Without Land, Ratnapur..",Rs. 31.19M[Build Cost Only],31190000.0,4.0,3150.0,https://www.lankapropertyweb.com/sale/property_details-5718510.html,10.0,4.0
5718518,Battaramulla,Super Luxury 6 Br House CONSTRUCTION IN Battaramulla...,"With or Without Land, Battaram..",Rs. 44.55M[Build Cost Only],44550000.0,5.0,4500.0,https://www.lankapropertyweb.com/sale/property_details-5718518.html,30.0,5.0
5721258,Kottawa,Super Luxury 5 Bedroom House in Kottawa for Rs. 34.6...,"With or Without Land, Kottawa",Rs. 34.65M[Build Cost Only],34650000.0,5.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5721258.html,12.0,5.0
5720591,Pannipitiya,Super Luxury 3 Bedroom House Construction in Pannipitiya...,"With or Without Land, Pannipit..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5720591.html,7.0,2.0
5720568,Dehiwala,4 Bedroom house Construction in Dehiwala for Rs. 19.8...,"With or Without Land, Dehiwala",Rs. 19.8M[Build Cost Only],19800000.0,4.0,200.0,https://www.lankapropertyweb.com/sale/property_details-5720568.html,7.0,2.0
340086,Galle,Stylishly renovated colonial villa near Unawatuna and...,"Yatagala, Galle",Rs. 160Mapprox,160000000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-340086.html,184.0,3.0
340109,Beliatta,Renovation project in six acres near Beliatta,,Rs. 79Mapprox,79000000.0,6.0,4000.0,https://www.lankapropertyweb.com/sale/property_details-340109.html,6.0,
5718334,Battaramulla,3 Bedroom Luxury House Construction in Sri Lanka /...,"With or Without Land, Battaram..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5718334.html,7.0,2.0
5711344,Galle,Super Luxury 7 Bedroom House Construction in Galle...,"With or Without Land, Galle",Rs. 110M[Build Cost Only],110000000.0,7.0,,https://www.lankapropertyweb.com/sale/property_details-5711344.html,80.0,10.0
5715378,Maharagama,4 Bedroom House Construction in Maharagama / Rs. 34.6...,"With or Without Land, Maharaga..",Rs. 34.65M[Build Cost Only],34650000.0,4.0,3400.0,https://www.lankapropertyweb.com/sale/property_details-5715378.html,7.0,4.0
5715409,Maharagama,3 Br House Construction in Maharagama / Rs. 23.6 million...,"With or Without Land, Maharaga..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5715409.html,7.0,2.0
5871658,Pannipitiya,House for Sale in Pannipitiya | 20 Perches – 4 BR...,,Rs. 65M,65000000.0,4.0,2500.0,https://www.lankapropertyweb.com/sale/property_details-5871658.html,200.0,2.0
5871650,Malabe,Newly Built House for Sale in Malabe | 5 Bedrooms –...,,Rs. 67.5M,67500000.0,5.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5871650.html,7.0,3.0
5871640,Thalawathugoda,House for Sale Thalawathugoda - Kalalgoda,,Rs. 69M,69000000.0,4.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5871640.html,7.0,3.0
5871638,Malabe,Brand New 4BR Town House for Sale in Gated Community...,,Rs. 42M,42000000.0,4.0,3800.0,https://www.lankapropertyweb.com/sale/property_details-5871638.html,6.0,4.0
5871636,Raddolugama,House for Sale in Kotugoda Road - Raddoluwa | 13 Perches...,,Rs. 43.5M,43500000.0,4.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5871636.html,13.8,3.0
5871628,Kirindiwela,Kiridiwela House for Sale (SSPH-273),,Rs. 13.5MNegotiable,13500000.0,3.0,1250.0,https://www.lankapropertyweb.com/sale/property_details-5871628.html,12.5,1.0
499359,Nugegoda,House for sale in Nugegoda,"Stanly Thilakarathne Mawatha, ..",Rs. 74M,74000000.0,4.0,2500.0,https://www.lankapropertyweb.com/sale/property_details-499359.html,18.5,4.0
521786,Udahamulla,4 Bedroom house for sales in Udahamulla for Rs. 85...,"Udeniwatta , Udahamulla",Rs. 85Mapprox,85000000.0,4.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-521786.html,35.0,2.0
5763405,Ethul Kotte,4 Bedroom house for sales in Ethul Kotte for Rs. 60...,"Rampart road, Ethul Kotte",Rs. 60M,60000000.0,4.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5763405.html,10.0,3.0
5765132,Nawala,6 Bedroom house for sale in Nawala for Rs. 40...,,Rs. 403.2M,403200000.0,6.0,,https://www.lankapropertyweb.com/sale/property_details-5765132.html,84.0,6.0
5764872,Kandana,6 Bedroom house for sale in Kandana for Rs. 75 million,,Rs. 75M,75000000.0,6.0,4183.0,https://www.lankapropertyweb.com/sale/property_details-5764872.html,18.0,4.0
5764893,Colombo 5,6 Bedroom house for sale in Colombo 5 for Rs....,,Rs. 250M,250000000.0,6.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5764893.html,30.0,2.0
5764984,Rajagiriya,4 Bedroom house for sale in Rajagiriya for Rs. 150...,,Rs. 150M,150000000.0,4.0,2600.0,https://www.lankapropertyweb.com/sale/property_details-5764984.html,28.0,4.0
5770365,Rathmalana,5 Bedroom house for sale in Rathmalana for Rs. 100...,,Rs. 100M,100000000.0,5.0,4000.0,https://www.lankapropertyweb.com/sale/property_details-5770365.html,28.0,4.0
5771038,Rajagiriya,2 Bedroom house for sale in Rajagiriya for Rs...,,Rs. 45M,45000000.0,2.0,1500.0,https://www.lankapropertyweb.com/sale/property_details-5771038.html,7.3,2.0
5771067,Boralesgamuwa,4 Bedroom house for sale in Boralesgamuwa for Rs. 90...,,Rs. 90M,90000000.0,4.0,4000.0,https://www.lankapropertyweb.com/sale/property_details-5771067.html,20.5,3.0
5771072,Colombo 7,"7 Bedroom house for sale in Longden Place, Colombo 7",,Rs. 450M,450000000.0,7.0,,https://www.lankapropertyweb.com/sale/property_details-5771072.html,18.0,7.0
5871619,Thalawathugoda,(SE1431) 🏡 Modern & Spacious Home for Sale –...,,Rs. 47.5M,47500000.0,4.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5871619.html,10.0,4.0
5777190,Colombo 5,3 Bedroom house for sale in Colombo 5 for Rs....,,Rs. 160M,160000000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5777190.html,12.0,2.0
5712332,Mount Lavinia,Pool / 3 BR House Construction in Mount Lavinia / Rs....,"With or without land, Mount La..",Rs. 23.63M[Build Cost Only],23630000.0,4.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5712332.html,7.0,2.0
5726614,Kuruwita,"5 Bedroom house for sale in Higgashena , Kuruwita",,Rs. 22M,22000000.0,4.0,2800.0,https://www.lankapropertyweb.com/sale/property_details-5726614.html,40.0,
5721688,Mount Lavinia,3 Bedroom House New Construction in Mount Lavinia for...,"With or Without Land, Mount La..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5721688.html,7.0,2.0
5844685,Colombo 5,"House for sale in Kirula Rd, Colombo 5","Kirula Road, Colombo 5",Rs. 126M,126000000.0,4.0,3000.0,https://www.lankapropertyweb.com/sale/property_details-5844685.html,12.0,3.0
5808717,Nugegoda,Brand New House For Sale In Nugegoda,"Anura Mawatha, Nugegoda",Rs. 65M,65000000.0,4.0,2300.0,https://www.lankapropertyweb.com/sale/property_details-5808717.html,8.5,3.0
5826463,Negombo,Modern Two-Storey House for Sale in Negombo,,Rs. 42.5M,42500000.0,3.0,2800.0,https://www.lankapropertyweb.com/sale/property_details-5826463.html,12.0,2.0
5718503,Ratnapura,5 Bedroom house in Ratnapura / Rs. 44.5 million /...,"on your land, Ratnapura",Rs. 44.55M[Build Cost Only],44550000.0,5.0,4500.0,https://www.lankapropertyweb.com/sale/property_details-5718503.html,30.0,5.0
5718507,Ratnapura,3 Bedroom House Construction in Ratnapura / Rs. 23.6...,"With or Without Land, Ratnapur..",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5718507.html,7.0,2.0
5718578,Ratnapura,6 Bedroom house in Ratnapura / Rs. 54.4 million / Rs....,"on your land, Ratnapura",Rs. 54.45M[Build Cost Only],54450000.0,6.0,,https://www.lankapropertyweb.com/sale/property_details-5718578.html,40.0,6.0
5718617,Dehiwala,Super Luxury 3 Bedroom Modern House Construction in...,"With or Without Land, Dehiwala",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5718617.html,7.0,2.0
5718763,Maharagama,4 Bedroom House Construction in Maharagama for Rs....,"With or Without Land, Maharaga..",Rs. 19.8M[Build Cost Only],19800000.0,4.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5718763.html,7.0,2.0
5720275,Nawala,Super Luxury 4 Bedroom House Construction in Nawala...,"With or Without Land, Nawala",Rs. 34.65M[Build Cost Only],34650000.0,4.0,3400.0,https://www.lankapropertyweb.com/sale/property_details-5720275.html,7.0,4.0
5720277,Nawala,Ultra Modern 3 Bedroom House Construction in Nawala...,"With or Without Land, Nawala",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5720277.html,7.0,2.0
5720836,Nugegoda,Ultra Modern 5 Bedroom House Construction in Nugegoda...,"With or Without Land, Nugegoda",Rs. 34.65M[Build Cost Only],34650000.0,5.0,3150.0,https://www.lankapropertyweb.com/sale/property_details-5720836.html,12.0,5.0
5721262,Homagama,Luxury 3 Bedroom House in Homagama for Rs. 23.6 million...,"With or Without Land, Homagama",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5721262.html,7.0,2.0
5721263,Homagama,Super Luxury 5 Bedroom house in Homagama // Rs. 34.6...,"With or Without Land, Homagama",Rs. 34.65M[Build Cost Only],34650000.0,5.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5721263.html,12.0,5.0
5721765,Godagama,Modern 4 Bedroom House Construction in Godagama / Rs....,"With or Without Land, Godagama",Rs. 31.19M[Build Cost Only],31190000.0,4.0,3150.0,https://www.lankapropertyweb.com/sale/property_details-5721765.html,7.0,4.0
5722110,Kandy,Super Luxury 5 Bedroom house Construction in Kandy...,"With or Without Land, Kandy",Rs. 34.65M[Build Cost Only],34650000.0,5.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5722110.html,12.0,5.0
5754433,Homagama,Brand New House for Sale in Homagama,,Rs. 44.5M,44500000.0,4.0,2276.0,https://www.lankapropertyweb.com/sale/property_details-5754433.html,14.9,3.0
5726512,Kohuwala,Ultra Modern 5 Bedroom House Construction in Kohuwala...,"With or Without Land, Kohuwala",Rs. 34.65M[Build Cost Only],34650000.0,5.0,3500.0,https://www.lankapropertyweb.com/sale/property_details-5726512.html,9.0,5.0
5726518,Kohuwala,Super Luxury 3 Bedroom House Construction in Kohuwala...,"With or Without Land, Kohuwala",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5726518.html,7.0,2.0
5712776,Negombo,Private Pool 3 Bedroom House Construction in Negombo...,"With or Without Land, Negombo",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5712776.html,7.0,2.0
5715579,Galle,Super Luxury 3 Br House Construction in Galle / Rs....,"With or Without Land, Galle",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5715579.html,10.0,2.0
5718128,Gampaha,3 Bedroom Luxury House Construction in Gampaha / Rs....,"With or Without Land, Gampaha",Rs. 23.63M[Build Cost Only],23630000.0,3.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5718128.html,10.0,2.0
5718361,Gampaha,4 Bedroom Luxury house Construction in Gampaha / Rs....,"With or Without Land, Gampaha",Rs. 19.8M[Build Cost Only],19800000.0,4.0,2000.0,https://www.lankapropertyweb.com/sale/property_details-5718361.html,7.0,3.0
5871611,Thalawathugoda,(SE1273) 🏡✨ Elegant 2-Story House with Rooftop...,,Rs. 58M,58000000.0,4.0,3345.0,https://www.lankapropertyweb.com/sale/property_details-5871611.html,11.0,4.0
